,round,year,company,pars,value
203,0.0,2021.0,Chester,Cash from long term debt issued,0.0
204,0.0,2021.0,Chester,Common Stock,18360.0
205,0.0,2021.0,Chester,Contrib. Margin %,0.283
206,0.0,2021.0,Chester,Contribution Margin,28560.0
207,0.0,2021.0,Chester,Cumulative Profit,4188.507
208,0.0,2021.0,Chester,Current Debt,0.0
209,0.0,2021.0,Chester,Depreciation,7587.0
210,0.0,2021.0,Chester,Dividend,2.0
211,0.0,2021.0,Chester,Dividends paid,-4000.0
212,0.0,2021.0,Chester,EBIT,11996.365
213,0.0,2021.0,Chester,EPS,2.09
214,0.0,2021.0,Chester,Early retirement of long term debt,0.0
215,0.0,2021.0,Chester,Emergency Loan,0.0
216,0.0,2021.0,Chester,Extraordinary gains/losses/writeoffs,0.0
217,0.0,2021.0,Chester,HR.1st Shift Complement,640.0
218,0.0,2021.0,Chester,HR.2nd Shift Complement,60.0
219,0.0,2021.0,Chester,HR.Annual Raise,0.05
220,0.0,2021.0,Chester,HR.Benefits,2500.0
221,0.0,2021.0,Chester,HR.Complement,700.0
222,0.0,2021.0,Chester,HR.Needed Complement,701.0
223,0.0,2021.0,Chester,HR.New Employees,70.0
224,0.0,2021.0,Chester,HR.Overtime Percent,0.002
225,0.0,2021.0,Chester,HR.Productivity Index,1.0
226,0.0,2021.0,Chester,HR.Profit Sharing,0.02
227,0.0,2021.0,Chester,HR.Recruiting Cost,70.0
228,0.0,2021.0,Chester,HR.Recruiting Spend,0.0
229,0.0,2021.0,Chester,HR.Separated Employees,0.0
230,0.0,2021.0,Chester,HR.Separation Cost,0.0
231,0.0,2021.0,Chester,HR.Total HR Admin Cost,70.0
232,0.0,2021.0,Chester,HR.Training Cost,0.0
233,0.0,2021.0,Chester,HR.Training Hours,0.0
234,0.0,2021.0,Chester,HR.Turnover Rate,0.1
235,0.0,2021.0,Chester,HR.Wages,21.0
236,0.0,2021.0,Chester,"Interest(Short term,Long term)",5421.0
237,0.0,2021.0,Chester,Inventory,-8617.0
238,0.0,2021.0,Chester,Leverage,2.0
239,0.0,2021.0,Chester,Long Term Debt,41700.0
240,0.0,2021.0,Chester,MarketCap per share,69.0
241,0.0,2021.0,Chester,MarketCap shares,2000.0
242,0.0,2021.0,Chester,Net Income(Loss),4189.0
243,0.0,2021.0,Chester,Net Profit,4189.0
244,0.0,2021.0,Chester,Net cash from financing activities,-4000.0
245,0.0,2021.0,Chester,Net cash from operations,6434.0
246,0.0,2021.0,Chester,Net change in cash position,2434.0
247,0.0,2021.0,Chester,"Other(Fees,Writeoffs,TQM,Bonuses)",0.0
248,0.0,2021.0,Chester,P/E,16.4
249,0.0,2021.0,Chester,Plant and equipment,113800.0
250,0.0,2021.0,Chester,Plant improvements(net),0.0
251,0.0,2021.0,Chester,Profit Sharing,85.0
252,0.0,2021.0,Chester,Profits,4188.507
253,0.0,2021.0,Chester,Purchase of common stock,0.0
254,0.0,2021.0,Chester,ROA,0.044
255,0.0,2021.0,Chester,ROE,0.087
256,0.0,2021.0,Chester,ROS,0.041
257,0.0,2021.0,Chester,Retained Earnings,29582.0
258,0.0,2021.0,Chester,Retirement of current debt,0.0
259,0.0,2021.0,Chester,SG&A / Sales,0.089
260,0.0,2021.0,Chester,"SGA(R&D,Promo,Sales,Admin)",8978.0
261,0.0,2021.0,Chester,Sales,101073.437
262,0.0,2021.0,Chester,Sales of common stock,0.0
263,0.0,2021.0,Chester,Stock Market Change,0.0
264,0.0,2021.0,Chester,Stock Market Close,34.25
265,0.0,2021.0,Chester,TQM.Benchmarking,0.0
266,0.0,2021.0,Chester,TQM.CCE/6 Sigma Training,0.0
267,0.0,2021.0,Chester,TQM.CPI Systems,0.0
268,0.0,2021.0,Chester,TQM.Channel Support Systems,0.0
269,0.0,2021.0,Chester,TQM.Concurrent Engineering,0.0
270,0.0,2021.0,Chester,TQM.Demand Increase,0.0
271,0.0,2021.0,Chester,TQM.GEMI TQEM Sustainability Initiatives,0.0
272,0.0,2021.0,Chester,TQM.Labor Cost Reduction,0.0
273,0.0,2021.0,Chester,TQM.Material Cost Reduction,0.0
274,0.0,2021.0,Chester,TQM.Quality Function Deployment Effort,0.0
275,0.0,2021.0,Chester,TQM.Quality Initiative Training,0.0
276,0.0,2021.0,Chester,TQM.Reduction Admin Costs,0.0
277,0.0,2021.0,Chester,TQM.Reduction R&D Cycle Time,0.0
278,0.0,2021.0,Chester,TQM.Total Expenditures,0.0
279,0.0,2021.0,Chester,TQM.UNEP Green Programs,0.0
280,0.0,2021.0,Chester,TQM.VendorJIT,0.0
281,0.0,2021.0,Chester,Taxes,2301.0
282,0.0,2021.0,Chester,Total Assets,96225.0
283,0.0,2021.0,Chester,Total Current Assets,20358.0
284,0.0,2021.0,Chester,Total Current Liabilities,6583.0
285,0.0,2021.0,Chester,Total Equity,47942.0
286,0.0,2021.0,Chester,Total Fixed Assets,75867.0
287,0.0,2021.0,Chester,Total Liabilities,48283.0
288,0.0,2021.0,Chester,Total Liabilities & Owners Equity,96225.0
289,0.0,2021.0,Chester,"Variable Costs(Labor,Material,Carry)",72513.0
290,0.0,2021.0,Chester,Yield,0.058
291,0.0,2021.0,Digby,Accounts Payable,6583.0
292,0.0,2021.0,Digby,Accounts Receivable,-307.0
293,0.0,2021.0,Digby,Accounts payable,3583.0
294,0.0,2021.0,Digby,Accumulated Depreciation,-37933.0
295,0.0,2021.0,Digby,Asset Turnover,1.05
296,0.0,2021.0,Digby,Book Value,23.97
297,0.0,2021.0,Digby,Cash,3434.0
298,0.0,2021.0,Digby,Cash from current debt borrowing,0.0
299,0.0,2021.0,Digby,Cash from emergency loan,0.0
300,0.0,2021.0,Digby,Cash from long term debt issued,0.0
301,0.0,2021.0,Digby,Common Stock,18360.0
302,0.0,2021.0,Digby,Contrib. Margin %,0.283
303,0.0,2021.0,Digby,Contribution Margin,28560.0
304,0.0,2021.0,Digby,Cumulative Profit,4188.507
305,0.0,2021.0,Digby,Current Debt,0.0
306,0.0,2021.0,Digby,Depreciation,7587.0
307,0.0,2021.0,Digby,Dividend,2.0
308,0.0,2021.0,Digby,Dividends paid,-4000.0
309,0.0,2021.0,Digby,EBIT,11996.365
310,0.0,2021.0,Digby,EPS,2.09
311,0.0,2021.0,Digby,Early retirement of long term debt,0.0
312,0.0,2021.0,Digby,Emergency Loan,0.0
313,0.0,2021.0,Digby,Extraordinary gains/losses/writeoffs,0.0
314,0.0,2021.0,Digby,HR.1st Shift Complement,640.0
315,0.0,2021.0,Digby,HR.2nd Shift Complement,60.0
316,0.0,2021.0,Digby,HR.Annual Raise,0.05
317,0.0,2021.0,Digby,HR.Benefits,2500.0
318,0.0,2021.0,Digby,HR.Complement,700.0
319,0.0,2021.0,Digby,HR.Needed Complement,701.0
320,0.0,2021.0,Digby,HR.New Employees,70.0
321,0.0,2021.0,Digby,HR.Overtime Percent,0.002
322,0.0,2021.0,Digby,HR.Productivity Index,1.0
323,0.0,2021.0,Digby,HR.Profit Sharing,0.02
324,0.0,2021.0,Digby,HR.Recruiting Cost,70.0
325,0.0,2021.0,Digby,HR.Recruiting Spend,0.0
326,0.0,2021.0,Digby,HR.Separated Employees,0.0
327,0.0,2021.0,Digby,HR.Separation Cost,0.0
328,0.0,2021.0,Digby,HR.Total HR Admin Cost,70.0
329,0.0,2021.0,Digby,HR.Training Cost,0.0
330,0.0,2021.0,Digby,HR.Training Hours,0.0
331,0.0,2021.0,Digby,HR.Turnover Rate,0.1
332,0.0,2021.0,Digby,HR.Wages,21.0
333,0.0,2021.0,Digby,"Interest(Short term,Long term)",5421.0
334,0.0,2021.0,Digby,Inventory,-8617.0
335,0.0,2021.0,Digby,Leverage,2.0
336,0.0,2021.0,Digby,Long Term Debt,41700.0
337,0.0,2021.0,Digby,MarketCap per share,69.0
338,0.0,2021.0,Digby,MarketCap shares,2000.0
339,0.0,2021.0,Digby,Net Income(Loss),4189.0
340,0.0,2021.0,Digby,Net Profit,4189.0
341,0.0,2021.0,Digby,Net cash from financing activities,-4000.0
342,0.0,2021.0,Digby,Net cash from operations,6434.0
343,0.0,2021.0,Digby,Net change in cash position,2434.0
344,0.0,2021.0,Digby,"Other(Fees,Writeoffs,TQM,Bonuses)",0.0
345,0.0,2021.0,Digby,P/E,16.4
346,0.0,2021.0,Digby,Plant and equipment,113800.0
347,0.0,2021.0,Digby,Plant improvements(net),0.0
348,0.0,2021.0,Digby,Profit Sharing,85.0
349,0.0,2021.0,Digby,Profits,4188.507
350,0.0,2021.0,Digby,Purchase of common stock,0.0
351,0.0,2021.0,Digby,ROA,0.044
352,0.0,2021.0,Digby,ROE,0.087
353,0.0,2021.0,Digby,ROS,0.041
354,0.0,2021.0,Digby,Retained Earnings,29582.0
355,0.0,2021.0,Digby,Retirement of current debt,0.0
356,0.0,2021.0,Digby,SG&A / Sales,0.089
357,0.0,2021.0,Digby,"SGA(R&D,Promo,Sales,Admin)",8978.0
358,0.0,2021.0,Digby,Sales,101073.437
359,0.0,2021.0,Digby,Sales of common stock,0.0
360,0.0,2021.0,Digby,Stock Market Change,0.0
361,0.0,2021.0,Digby,Stock Market Close,34.25
362,0.0,2021.0,Digby,TQM.Benchmarking,0.0
363,0.0,2021.0,Digby,TQM.CCE/6 Sigma Training,0.0
364,0.0,2021.0,Digby,TQM.CPI Systems,0.0
365,0.0,2021.0,Digby,TQM.Channel Support Systems,0.0
366,0.0,2021.0,Digby,TQM.Concurrent Engineering,0.0
367,0.0,2021.0,Digby,TQM.Demand Increase,0.0
368,0.0,2021.0,Digby,TQM.GEMI TQEM Sustainability Initiatives,0.0
369,0.0,2021.0,Digby,TQM.Labor Cost Reduction,0.0
370,0.0,2021.0,Digby,TQM.Material Cost Reduction,0.0
371,0.0,2021.0,Digby,TQM.Quality Function Deployment Effort,0.0
372,0.0,2021.0,Digby,TQM.Quality Initiative Training,0.0
373,0.0,2021.0,Digby,TQM.Reduction Admin Costs,0.0
374,0.0,2021.0,Digby,TQM.Reduction R&D Cycle Time,0.0
375,0.0,2021.0,Digby,TQM.Total Expenditures,0.0
376,0.0,2021.0,Digby,TQM.UNEP Green Programs,0.0
377,0.0,2021.0,Digby,TQM.VendorJIT,0.0
378,0.0,2021.0,Digby,Taxes,2301.0
379,0.0,2021.0,Digby,Total Assets,96225.0
380,0.0,2021.0,Digby,Total Current Assets,20358.0
381,0.0,2021.0,Digby,Total Current Liabilities,6583.0
382,0.0,2021.0,Digby,Total Equity,47942.0
383,0.0,2021.0,Digby,Total Fixed Assets,75867.0
384,0.0,2021.0,Digby,Total Liabilities,48283.0
385,0.0,2021.0,Digby,Total Liabilities & Owners Equity,96225.0
386,0.0,2021.0,Digby,"Variable Costs(Labor,Material,Carry)",72513.0
387,0.0,2021.0,Digby,Yield,0.058
388,0.0,2021.0,Erie,Accounts Payable,6583.0
389,0.0,2021.0,Erie,Accounts Receivable,-307.0
390,0.0,2021.0,Erie,Accounts payable,3583.0
391,0.0,2021.0,Erie,Accumulated Depreciation,-37933.0
392,0.0,2021.0,Erie,Asset Turnover,1.05
393,0.0,2021.0,Erie,Book Value,23.97
394,0.0,2021.0,Erie,Cash,3434.0
395,0.0,2021.0,Erie,Cash from current debt borrowing,0.0
396,0.0,2021.0,Erie,Cash from emergency loan,0.0
397,0.0,2021.0,Erie,Cash from long term debt issued,0.0
398,0.0,2021.0,Erie,Common Stock,18360.0
399,0.0,2021.0,Erie,Contrib. Margin %,0.283
400,0.0,2021.0,Erie,Contribution Margin,28560.0
401,0.0,2021.0,Erie,Cumulative Profit,4188.507
402,0.0,2021.0,Erie,Current Debt,0.0
403,0.0,2021.0,Erie,Depreciation,7587.0
404,0.0,2021.0,Erie,Dividend,2.0
405,0.0,2021.0,Erie,Dividends paid,-4000.0
406,0.0,2021.0,Erie,EBIT,11996.365
407,0.0,2021.0,Erie,EPS,2.09
408,0.0,2021.0,Erie,Early retirement of long term debt,0.0
409,0.0,2021.0,Erie,Emergency Loan,0.0
410,0.0,2021.0,Erie,Extraordinary gains/losses/writeoffs,0.0
411,0.0,2021.0,Erie,HR.1st Shift Complement,640.0
412,0.0,2021.0,Erie,HR.2nd Shift Complement,60.0
413,0.0,2021.0,Erie,HR.Annual Raise,0.05
414,0.0,2021.0,Erie,HR.Benefits,2500.0
415,0.0,2021.0,Erie,HR.Complement,700.0
416,0.0,2021.0,Erie,HR.Needed Complement,701.0
417,0.0,2021.0,Erie,HR.New Employees,70.0
418,0.0,2021.0,Erie,HR.Overtime Percent,0.002
419,0.0,2021.0,Erie,HR.Productivity Index,1.0
420,0.0,2021.0,Erie,HR.Profit Sharing,0.02
421,0.0,2021.0,Erie,HR.Recruiting Cost,70.0
422,0.0,2021.0,Erie,HR.Recruiting Spend,0.0
423,0.0,2021.0,Erie,HR.Separated Employees,0.0
424,0.0,2021.0,Erie,HR.Separation Cost,0.0
425,0.0,2021.0,Erie,HR.Total HR Admin Cost,70.0
426,0.0,2021.0,Erie,HR.Training Cost,0.0
427,0.0,2021.0,Erie,HR.Training Hours,0.0
428,0.0,2021.0,Erie,HR.Turnover Rate,0.1
429,0.0,2021.0,Erie,HR.Wages,21.0
430,0.0,2021.0,Erie,"Interest(Short term,Long term)",5421.0
431,0.0,2021.0,Erie,Inventory,-8617.0
432,0.0,2021.0,Erie,Leverage,2.0
433,0.0,2021.0,Erie,Long Term Debt,41700.0
434,0.0,2021.0,Erie,MarketCap per share,69.0
435,0.0,2021.0,Erie,MarketCap shares,2000.0
436,0.0,2021.0,Erie,Net Income(Loss),4189.0
437,0.0,2021.0,Erie,Net Profit,4189.0
438,0.0,2021.0,Erie,Net cash from financing activities,-4000.0
439,0.0,2021.0,Erie,Net cash from operations,6434.0
440,0.0,2021.0,Erie,Net change in cash position,2434.0
441,0.0,2021.0,Erie,"Other(Fees,Writeoffs,TQM,Bonuses)",0.0
442,0.0,2021.0,Erie,P/E,16.4
443,0.0,2021.0,Erie,Plant and equipment,113800.0
444,0.0,2021.0,Erie,Plant improvements(net),0.0
445,0.0,2021.0,Erie,Profit Sharing,85.0
446,0.0,2021.0,Erie,Profits,4188.507
447,0.0,2021.0,Erie,Purchase of common stock,0.0
448,0.0,2021.0,Erie,ROA,0.044
449,0.0,2021.0,Erie,ROE,0.087
450,0.0,2021.0,Erie,ROS,0.041
451,0.0,2021.0,Erie,Retained Earnings,29582.0
452,0.0,2021.0,Erie,Retirement of current debt,0.0
453,0.0,2021.0,Erie,SG&A / Sales,0.089
454,0.0,2021.0,Erie,"SGA(R&D,Promo,Sales,Admin)",8978.0
455,0.0,2021.0,Erie,Sales,101073.437
456,0.0,2021.0,Erie,Sales of common stock,0.0
457,0.0,2021.0,Erie,Stock Market Change,0.0
458,0.0,2021.0,Erie,Stock Market Close,34.25
459,0.0,2021.0,Erie,TQM.Benchmarking,0.0
460,0.0,2021.0,Erie,TQM.CCE/6 Sigma Training,0.0
461,0.0,2021.0,Erie,TQM.CPI Systems,0.0
462,0.0,2021.0,Erie,TQM.Channel Support Systems,0.0
463,0.0,2021.0,Erie,TQM.Concurrent Engineering,0.0
464,0.0,2021.0,Erie,TQM.Demand Increase,0.0
465,0.0,2021.0,Erie,TQM.GEMI TQEM Sustainability Initiatives,0.0
466,0.0,2021.0,Erie,TQM.Labor Cost Reduction,0.0
467,0.0,2021.0,Erie,TQM.Material Cost Reduction,0.0
468,0.0,2021.0,Erie,TQM.Quality Function Deployment Effort,0.0
