round,year,company,pars,value
0,2021,Chester,Net cash from operations,6434.0
0,2021,Digby,Net cash from operations,6434.0
0,2021,Erie,Net cash from operations,6434.0
0,2021,Ferris,Net cash from operations,6434.0
0,2021,Andrews,Plant improvements(net),0.0
0,2021,Baldwin,Plant improvements(net),0.0
0,2021,Chester,Plant improvements(net),0.0
0,2021,Digby,Plant improvements(net),0.0
0,2021,Erie,Plant improvements(net),0.0
0,2021,Ferris,Plant improvements(net),0.0
0,2021,Andrews,Dividends paid,-4000.0
0,2021,Baldwin,Dividends paid,-4000.0
0,2021,Chester,Dividends paid,-4000.0
0,2021,Digby,Dividends paid,-4000.0
0,2021,Erie,Dividends paid,-4000.0
0,2021,Ferris,Dividends paid,-4000.0
0,2021,Andrews,Sales of common stock,0.0
0,2021,Baldwin,Sales of common stock,0.0
0,2021,Chester,Sales of common stock,0.0
0,2021,Digby,Sales of common stock,0.0
0,2021,Erie,Sales of common stock,0.0
0,2021,Ferris,Sales of common stock,0.0
0,2021,Andrews,Purchase of common stock,0.0
0,2021,Baldwin,Purchase of common stock,0.0
0,2021,Chester,Purchase of common stock,0.0
0,2021,Digby,Purchase of common stock,0.0
0,2021,Erie,Purchase of common stock,0.0
0,2021,Ferris,Purchase of common stock,0.0
0,2021,Andrews,Cash from long term debt issued,0.0
0,2021,Baldwin,Cash from long term debt issued,0.0
0,2021,Chester,Cash from long term debt issued,0.0
0,2021,Digby,Cash from long term debt issued,0.0
0,2021,Erie,Cash from long term debt issued,0.0
0,2021,Ferris,Cash from long term debt issued,0.0
0,2021,Andrews,Early retirement of long term debt,0.0
0,2021,Baldwin,Early retirement of long term debt,0.0
0,2021,Chester,Early retirement of long term debt,0.0
0,2021,Digby,Early retirement of long term debt,0.0
0,2021,Erie,Early retirement of long term debt,0.0
0,2021,Ferris,Early retirement of long term debt,0.0
0,2021,Andrews,Retirement of current debt,0.0
0,2021,Baldwin,Retirement of current debt,0.0
0,2021,Chester,Retirement of current debt,0.0
0,2021,Digby,Retirement of current debt,0.0
0,2021,Erie,Retirement of current debt,0.0
0,2021,Ferris,Retirement of current debt,0.0
0,2021,Andrews,Cash from current debt borrowing,0.0
0,2021,Baldwin,Cash from current debt borrowing,0.0
0,2021,Chester,Cash from current debt borrowing,0.0
0,2021,Digby,Cash from current debt borrowing,0.0
0,2021,Erie,Cash from current debt borrowing,0.0
0,2021,Ferris,Cash from current debt borrowing,0.0
0,2021,Andrews,Cash from emergency loan,0.0
0,2021,Baldwin,Cash from emergency loan,0.0
0,2021,Chester,Cash from emergency loan,0.0
0,2021,Digby,Cash from emergency loan,0.0
0,2021,Erie,Cash from emergency loan,0.0
0,2021,Ferris,Cash from emergency loan,0.0
0,2021,Andrews,Net cash from financing activities,-4000.0
0,2021,Baldwin,Net cash from financing activities,-4000.0
0,2021,Chester,Net cash from financing activities,-4000.0
0,2021,Digby,Net cash from financing activities,-4000.0
0,2021,Erie,Net cash from financing activities,-4000.0
0,2021,Ferris,Net cash from financing activities,-4000.0
0,2021,Andrews,Net change in cash position,2434.0
0,2021,Baldwin,Net change in cash position,2434.0
0,2021,Chester,Net change in cash position,2434.0
0,2021,Digby,Net change in cash position,2434.0
0,2021,Erie,Net change in cash position,2434.0
0,2021,Ferris,Net change in cash position,2434.0
0,2021,Andrews,Cash,3434.0
0,2021,Baldwin,Cash,3434.0
0,2021,Chester,Cash,3434.0
0,2021,Digby,Cash,3434.0
0,2021,Erie,Cash,3434.0
0,2021,Ferris,Cash,3434.0
0,2021,Andrews,Total Current Assets,20358.0
0,2021,Baldwin,Total Current Assets,20358.0
0,2021,Chester,Total Current Assets,20358.0
0,2021,Digby,Total Current Assets,20358.0
0,2021,Erie,Total Current Assets,20358.0
0,2021,Ferris,Total Current Assets,20358.0
0,2021,Andrews,Plant and equipment,113800.0
0,2021,Baldwin,Plant and equipment,113800.0
0,2021,Chester,Plant and equipment,113800.0
0,2021,Digby,Plant and equipment,113800.0
0,2021,Erie,Plant and equipment,113800.0
0,2021,Ferris,Plant and equipment,113800.0
0,2021,Andrews,Accumulated Depreciation,-37933.0
0,2021,Baldwin,Accumulated Depreciation,-37933.0
0,2021,Chester,Accumulated Depreciation,-37933.0
0,2021,Digby,Accumulated Depreciation,-37933.0
0,2021,Erie,Accumulated Depreciation,-37933.0
0,2021,Ferris,Accumulated Depreciation,-37933.0
0,2021,Andrews,Total Fixed Assets,75867.0
0,2021,Baldwin,Total Fixed Assets,75867.0
0,2021,Chester,Total Fixed Assets,75867.0
0,2021,Digby,Total Fixed Assets,75867.0
0,2021,Erie,Total Fixed Assets,75867.0
0,2021,Ferris,Total Fixed Assets,75867.0
0,2021,Andrews,Total Assets,96225.0
0,2021,Baldwin,Total Assets,96225.0
0,2021,Chester,Total Assets,96225.0
0,2021,Digby,Total Assets,96225.0
0,2021,Erie,Total Assets,96225.0
0,2021,Ferris,Total Assets,96225.0
0,2021,Andrews,Accounts Payable,6583.0
0,2021,Baldwin,Accounts Payable,6583.0
0,2021,Chester,Accounts Payable,6583.0
0,2021,Digby,Accounts Payable,6583.0
0,2021,Erie,Accounts Payable,6583.0
0,2021,Ferris,Accounts Payable,6583.0
0,2021,Andrews,Current Debt,0.0
0,2021,Baldwin,Current Debt,0.0
0,2021,Chester,Current Debt,0.0
0,2021,Digby,Current Debt,0.0
0,2021,Erie,Current Debt,0.0
0,2021,Ferris,Current Debt,0.0
0,2021,Andrews,Total Current Liabilities,6583.0
0,2021,Baldwin,Total Current Liabilities,6583.0
0,2021,Chester,Total Current Liabilities,6583.0
0,2021,Digby,Total Current Liabilities,6583.0
0,2021,Erie,Total Current Liabilities,6583.0
0,2021,Ferris,Total Current Liabilities,6583.0
0,2021,Andrews,Long Term Debt,41700.0
0,2021,Baldwin,Long Term Debt,41700.0
0,2021,Chester,Long Term Debt,41700.0
0,2021,Digby,Long Term Debt,41700.0
0,2021,Erie,Long Term Debt,41700.0
0,2021,Ferris,Long Term Debt,41700.0
0,2021,Andrews,Total Liabilities,48283.0
0,2021,Baldwin,Total Liabilities,48283.0
0,2021,Chester,Total Liabilities,48283.0
0,2021,Digby,Total Liabilities,48283.0
0,2021,Erie,Total Liabilities,48283.0
0,2021,Ferris,Total Liabilities,48283.0
0,2021,Andrews,Common Stock,18360.0
0,2021,Baldwin,Common Stock,18360.0
0,2021,Chester,Common Stock,18360.0
0,2021,Digby,Common Stock,18360.0
0,2021,Erie,Common Stock,18360.0
0,2021,Ferris,Common Stock,18360.0
0,2021,Andrews,Retained Earnings,29582.0
0,2021,Baldwin,Retained Earnings,29582.0
0,2021,Chester,Retained Earnings,29582.0
0,2021,Digby,Retained Earnings,29582.0
0,2021,Erie,Retained Earnings,29582.0
0,2021,Ferris,Retained Earnings,29582.0
0,2021,Andrews,Total Equity,47942.0
0,2021,Baldwin,Total Equity,47942.0
0,2021,Chester,Total Equity,47942.0
0,2021,Digby,Total Equity,47942.0
0,2021,Erie,Total Equity,47942.0
0,2021,Ferris,Total Equity,47942.0
0,2021,Andrews,Total Liabilities & Owners Equity,96225.0
0,2021,Baldwin,Total Liabilities & Owners Equity,96225.0
0,2021,Chester,Total Liabilities & Owners Equity,96225.0
0,2021,Digby,Total Liabilities & Owners Equity,96225.0
0,2021,Erie,Total Liabilities & Owners Equity,96225.0
0,2021,Ferris,Total Liabilities & Owners Equity,96225.0
0,2021,Andrews,"Variable Costs(Labor,Material,Carry)",72513.0
0,2021,Baldwin,"Variable Costs(Labor,Material,Carry)",72513.0
0,2021,Chester,"Variable Costs(Labor,Material,Carry)",72513.0
0,2021,Digby,"Variable Costs(Labor,Material,Carry)",72513.0
0,2021,Erie,"Variable Costs(Labor,Material,Carry)",72513.0
0,2021,Ferris,"Variable Costs(Labor,Material,Carry)",72513.0
0,2021,Andrews,Contribution Margin,28560.0
0,2021,Baldwin,Contribution Margin,28560.0
0,2021,Chester,Contribution Margin,28560.0
0,2021,Digby,Contribution Margin,28560.0
0,2021,Erie,Contribution Margin,28560.0
0,2021,Ferris,Contribution Margin,28560.0
0,2021,Andrews,"SGA(R&D,Promo,Sales,Admin)",8978.0
0,2021,Baldwin,"SGA(R&D,Promo,Sales,Admin)",8978.0
0,2021,Chester,"SGA(R&D,Promo,Sales,Admin)",8978.0
0,2021,Digby,"SGA(R&D,Promo,Sales,Admin)",8978.0
0,2021,Erie,"SGA(R&D,Promo,Sales,Admin)",8978.0
0,2021,Ferris,"SGA(R&D,Promo,Sales,Admin)",8978.0
0,2021,Andrews,"Other(Fees,Writeoffs,TQM,Bonuses)",0.0
0,2021,Baldwin,"Other(Fees,Writeoffs,TQM,Bonuses)",0.0
0,2021,Chester,"Other(Fees,Writeoffs,TQM,Bonuses)",0.0
0,2021,Digby,"Other(Fees,Writeoffs,TQM,Bonuses)",0.0
0,2021,Erie,"Other(Fees,Writeoffs,TQM,Bonuses)",0.0
0,2021,Ferris,"Other(Fees,Writeoffs,TQM,Bonuses)",0.0
0,2021,Andrews,"Interest(Short term,Long term)",5421.0
0,2021,Baldwin,"Interest(Short term,Long term)",5421.0
0,2021,Chester,"Interest(Short term,Long term)",5421.0
0,2021,Digby,"Interest(Short term,Long term)",5421.0
0,2021,Erie,"Interest(Short term,Long term)",5421.0
0,2021,Ferris,"Interest(Short term,Long term)",5421.0
0,2021,Andrews,Taxes,2301.0
0,2021,Baldwin,Taxes,2301.0
0,2021,Chester,Taxes,2301.0
0,2021,Digby,Taxes,2301.0
0,2021,Erie,Taxes,2301.0
0,2021,Ferris,Taxes,2301.0
0,2021,Andrews,Profit Sharing,85.0
0,2021,Baldwin,Profit Sharing,85.0
0,2021,Chester,Profit Sharing,85.0
0,2021,Digby,Profit Sharing,85.0
0,2021,Erie,Profit Sharing,85.0
0,2021,Ferris,Profit Sharing,85.0
0,2021,Andrews,Net Profit,4189.0
0,2021,Baldwin,Net Profit,4189.0
0,2021,Chester,Net Profit,4189.0
0,2021,Digby,Net Profit,4189.0
0,2021,Erie,Net Profit,4189.0
0,2021,Ferris,Net Profit,4189.0
0,2021,Andrews,Stock Market Close,34.25
0,2021,Andrews,MarketCap shares,2000.0
0,2021,Andrews,EPS,2.09
0,2021,Andrews,Yield,0.058
0,2021,Andrews,P/E,16.4
0,2021,Andrews,Stock Market Change,0.0
0,2021,Andrews,MarketCap per share,69.0
0,2021,Andrews,Book Value,23.97
0,2021,Andrews,Dividend,2.0
0,2021,Baldwin,Stock Market Close,34.25
0,2021,Baldwin,MarketCap shares,2000.0
0,2021,Baldwin,EPS,2.09
0,2021,Baldwin,Yield,0.058
0,2021,Baldwin,P/E,16.4
0,2021,Baldwin,Stock Market Change,0.0
0,2021,Baldwin,MarketCap per share,69.0
0,2021,Baldwin,Book Value,23.97
0,2021,Baldwin,Dividend,2.0
0,2021,Chester,Stock Market Close,34.25
0,2021,Chester,MarketCap shares,2000.0
0,2021,Chester,EPS,2.09
0,2021,Chester,Yield,0.058
0,2021,Chester,P/E,16.4
0,2021,Chester,Stock Market Change,0.0
0,2021,Chester,MarketCap per share,69.0
0,2021,Chester,Book Value,23.97
0,2021,Chester,Dividend,2.0
0,2021,Digby,Stock Market Close,34.25
0,2021,Digby,MarketCap shares,2000.0
0,2021,Digby,EPS,2.09
0,2021,Digby,Yield,0.058
0,2021,Digby,P/E,16.4
0,2021,Digby,Stock Market Change,0.0
0,2021,Digby,MarketCap per share,69.0
0,2021,Digby,Book Value,23.97
0,2021,Digby,Dividend,2.0
0,2021,Erie,Stock Market Close,34.25
0,2021,Erie,MarketCap shares,2000.0
0,2021,Erie,EPS,2.09
0,2021,Erie,Yield,0.058
0,2021,Erie,P/E,16.4
0,2021,Erie,Stock Market Change,0.0
0,2021,Erie,MarketCap per share,69.0
0,2021,Erie,Book Value,23.97
0,2021,Erie,Dividend,2.0
0,2021,Ferris,Stock Market Close,34.25
0,2021,Ferris,MarketCap shares,2000.0
0,2021,Ferris,EPS,2.09
0,2021,Ferris,Yield,0.058
0,2021,Ferris,P/E,16.4
0,2021,Ferris,Stock Market Change,0.0
0,2021,Ferris,MarketCap per share,69.0
0,2021,Ferris,Book Value,23.97
0,2021,Ferris,Dividend,2.0
1,2022,Andrews,ROS,0.008
1,2022,Baldwin,ROS,0.044
1,2022,Chester,ROS,0.01
1,2022,Digby,ROS,0.044
1,2022,Erie,ROS,0.026
1,2022,Ferris,ROS,0.049
1,2022,Andrews,Asset Turnover,0.91
1,2022,Baldwin,Asset Turnover,0.96
1,2022,Chester,Asset Turnover,0.85
1,2022,Digby,Asset Turnover,0.9
1,2022,Erie,Asset Turnover,1.07
1,2022,Ferris,Asset Turnover,0.96
1,2022,Andrews,ROA,0.007
1,2022,Baldwin,ROA,0.042
1,2022,Chester,ROA,0.008
1,2022,Digby,ROA,0.039
1,2022,Erie,ROA,0.028
1,2022,Ferris,ROA,0.048
1,2022,Andrews,Leverage,2.4
1,2022,Baldwin,Leverage,2.1
1,2022,Chester,Leverage,2.4
1,2022,Digby,Leverage,3.1
1,2022,Erie,Leverage,2.3
1,2022,Ferris,Leverage,2.0
1,2022,Andrews,ROE,0.018
1,2022,Baldwin,ROE,0.088
1,2022,Chester,ROE,0.02
1,2022,Digby,ROE,0.123
1,2022,Erie,ROE,0.064
1,2022,Ferris,ROE,0.093
1,2022,Andrews,Emergency Loan,21526182.0
1,2022,Baldwin,Emergency Loan,0.0
1,2022,Chester,Emergency Loan,4696899.0
1,2022,Digby,Emergency Loan,55007912.0
1,2022,Erie,Emergency Loan,17376074.0
1,2022,Ferris,Emergency Loan,0.0
1,2022,Andrews,Sales,105066.052
1,2022,Baldwin,Sales,126506.412
1,2022,Chester,Sales,119261.107
1,2022,Digby,Sales,153505.999
1,2022,Erie,Sales,127008.017
1,2022,Ferris,Sales,90654.756
1,2022,Andrews,EBIT,9794.349
1,2022,Baldwin,EBIT,16277.659
1,2022,Chester,EBIT,10227.799
1,2022,Digby,EBIT,25266.563
1,2022,Erie,EBIT,13298.953
1,2022,Ferris,EBIT,12224.276
1,2022,Andrews,Profits,849.259
1,2022,Baldwin,Profits,5565.252
1,2022,Chester,Profits,1154.056
1,2022,Digby,Profits,6721.119
1,2022,Erie,Profits,3284.494
1,2022,Ferris,Profits,4484.834
1,2022,Andrews,Cumulative Profit,5037.767
1,2022,Baldwin,Cumulative Profit,9753.759
1,2022,Chester,Cumulative Profit,5342.564
1,2022,Digby,Cumulative Profit,10909.626
1,2022,Erie,Cumulative Profit,7473.001
1,2022,Ferris,Cumulative Profit,8673.341
1,2022,Andrews,SG&A / Sales,0.121
1,2022,Baldwin,SG&A / Sales,0.123
1,2022,Chester,SG&A / Sales,0.132
1,2022,Digby,SG&A / Sales,0.045
1,2022,Erie,SG&A / Sales,0.117
1,2022,Ferris,SG&A / Sales,0.107
1,2022,Andrews,Contrib. Margin %,0.296
1,2022,Baldwin,Contrib. Margin %,0.329
1,2022,Chester,Contrib. Margin %,0.313
1,2022,Digby,Contrib. Margin %,0.269
1,2022,Erie,Contrib. Margin %,0.289
1,2022,Ferris,Contrib. Margin %,0.324
1,2022,Andrews,Net Income(Loss),849.0
1,2022,Baldwin,Net Income(Loss),5565.0
1,2022,Chester,Net Income(Loss),1154.0
1,2022,Digby,Net Income(Loss),6721.0
1,2022,Erie,Net Income(Loss),3284.0
1,2022,Ferris,Net Income(Loss),4485.0
1,2022,Andrews,Depreciation,8520.0
1,2022,Baldwin,Depreciation,8787.0
1,2022,Chester,Depreciation,9613.0
1,2022,Digby,Depreciation,8840.0
1,2022,Erie,Depreciation,8467.0
1,2022,Ferris,Depreciation,6200.0
1,2022,Andrews,Extraordinary gains/losses/writeoffs,-15.0
1,2022,Baldwin,Extraordinary gains/losses/writeoffs,0.0
1,2022,Chester,Extraordinary gains/losses/writeoffs,144.0
1,2022,Digby,Extraordinary gains/losses/writeoffs,0.0
1,2022,Erie,Extraordinary gains/losses/writeoffs,0.0
1,2022,Ferris,Extraordinary gains/losses/writeoffs,1045.0
1,2022,Andrews,Accounts payable,655.0
1,2022,Baldwin,Accounts payable,-189.0
1,2022,Chester,Accounts payable,6138.0
1,2022,Digby,Accounts payable,7030.0
1,2022,Erie,Accounts payable,2159.0
1,2022,Ferris,Accounts payable,-1835.0
1,2022,Andrews,Inventory,-17140.0
1,2022,Baldwin,Inventory,6940.0
1,2022,Chester,Inventory,-25325.0
1,2022,Digby,Inventory,-61924.0
1,2022,Erie,Inventory,-19388.0
1,2022,Ferris,Inventory,3491.0
1,2022,Andrews,Accounts Receivable,-328.0
1,2022,Baldwin,Accounts Receivable,-7289.0
1,2022,Chester,Accounts Receivable,-1495.0
1,2022,Digby,Accounts Receivable,-4310.0
1,2022,Erie,Accounts Receivable,-2132.0
1,2022,Ferris,Accounts Receivable,856.0
1,2022,Andrews,Net cash from operations,-7460.0
1,2022,Baldwin,Net cash from operations,13813.0
1,2022,Chester,Net cash from operations,-9771.0
1,2022,Digby,Net cash from operations,-43642.0
1,2022,Erie,Net cash from operations,-7610.0
1,2022,Ferris,Net cash from operations,14241.0
1,2022,Andrews,Plant improvements(net),-14000.0
1,2022,Baldwin,Plant improvements(net),-18000.0
1,2022,Chester,Plant improvements(net),-30400.0
1,2022,Digby,Plant improvements(net),-20800.0
1,2022,Erie,Plant improvements(net),-13200.0
1,2022,Ferris,Plant improvements(net),7763.0
1,2022,Andrews,Dividends paid,-500.0
1,2022,Baldwin,Dividends paid,0.0
1,2022,Chester,Dividends paid,0.0
1,2022,Digby,Dividends paid,0.0
1,2022,Erie,Dividends paid,0.0
1,2022,Ferris,Dividends paid,-4358.0
1,2022,Andrews,Sales of common stock,0.0
1,2022,Baldwin,Sales of common stock,10000.0
1,2022,Chester,Sales of common stock,10000.0
1,2022,Digby,Sales of common stock,0.0
1,2022,Erie,Sales of common stock,0.0
1,2022,Ferris,Sales of common stock,0.0
1,2022,Andrews,Purchase of common stock,0.0
1,2022,Baldwin,Purchase of common stock,0.0
1,2022,Chester,Purchase of common stock,0.0
1,2022,Digby,Purchase of common stock,0.0
1,2022,Erie,Purchase of common stock,0.0
1,2022,Ferris,Purchase of common stock,0.0
1,2022,Andrews,Cash from long term debt issued,0.0
1,2022,Baldwin,Cash from long term debt issued,10000.0
1,2022,Chester,Cash from long term debt issued,18990.0
1,2022,Digby,Cash from long term debt issued,6000.0
1,2022,Erie,Cash from long term debt issued,0.0
1,2022,Ferris,Cash from long term debt issued,0.0
1,2022,Andrews,Early retirement of long term debt,-3000.0
1,2022,Baldwin,Early retirement of long term debt,0.0
1,2022,Chester,Early retirement of long term debt,-11950.0
1,2022,Digby,Early retirement of long term debt,0.0
1,2022,Erie,Early retirement of long term debt,0.0
1,2022,Ferris,Early retirement of long term debt,-11869.0
1,2022,Andrews,Retirement of current debt,0.0
1,2022,Baldwin,Retirement of current debt,0.0
1,2022,Chester,Retirement of current debt,0.0
1,2022,Digby,Retirement of current debt,0.0
1,2022,Erie,Retirement of current debt,0.0
1,2022,Ferris,Retirement of current debt,0.0
1,2022,Andrews,Cash from current debt borrowing,0.0
1,2022,Baldwin,Cash from current debt borrowing,10000.0
1,2022,Chester,Cash from current debt borrowing,15000.0
1,2022,Digby,Cash from current debt borrowing,0.0
1,2022,Erie,Cash from current debt borrowing,0.0
1,2022,Ferris,Cash from current debt borrowing,11359.0
1,2022,Andrews,Cash from emergency loan,21526.0
1,2022,Baldwin,Cash from emergency loan,0.0
1,2022,Chester,Cash from emergency loan,4697.0
1,2022,Digby,Cash from emergency loan,55008.0
1,2022,Erie,Cash from emergency loan,17376.0
1,2022,Ferris,Cash from emergency loan,0.0
1,2022,Andrews,Net cash from financing activities,18026.0
1,2022,Baldwin,Net cash from financing activities,30000.0
1,2022,Chester,Net cash from financing activities,36737.0
1,2022,Digby,Net cash from financing activities,61008.0
1,2022,Erie,Net cash from financing activities,17376.0
1,2022,Ferris,Net cash from financing activities,-4869.0
1,2022,Andrews,Net change in cash position,-3434.0
1,2022,Baldwin,Net change in cash position,25813.0
1,2022,Chester,Net change in cash position,-3434.0
1,2022,Digby,Net change in cash position,-3434.0
1,2022,Erie,Net change in cash position,-3434.0
1,2022,Ferris,Net change in cash position,17136.0
1,2022,Andrews,Cash,0.0
1,2022,Baldwin,Cash,29247.0
1,2022,Chester,Cash,0.0
1,2022,Digby,Cash,0.0
1,2022,Erie,Cash,0.0
1,2022,Ferris,Cash,20570.0
1,2022,Andrews,Total Current Assets,34393.0
1,2022,Baldwin,Total Current Assets,46521.0
1,2022,Chester,Total Current Assets,43745.0
1,2022,Digby,Total Current Assets,83158.0
1,2022,Erie,Total Current Assets,38444.0
1,2022,Ferris,Total Current Assets,33147.0
1,2022,Andrews,Plant and equipment,127800.0
1,2022,Baldwin,Plant and equipment,131800.0
1,2022,Chester,Plant and equipment,144200.0
1,2022,Digby,Plant and equipment,134600.0
1,2022,Erie,Plant and equipment,127000.0
1,2022,Ferris,Plant and equipment,93000.0
1,2022,Andrews,Accumulated Depreciation,-46453.0
1,2022,Baldwin,Accumulated Depreciation,-46720.0
1,2022,Chester,Accumulated Depreciation,-47547.0
1,2022,Digby,Accumulated Depreciation,-46773.0
1,2022,Erie,Accumulated Depreciation,-46400.0
1,2022,Ferris,Accumulated Depreciation,-32000.0
1,2022,Andrews,Total Fixed Assets,81347.0
1,2022,Baldwin,Total Fixed Assets,85080.0
1,2022,Chester,Total Fixed Assets,96653.0
1,2022,Digby,Total Fixed Assets,87827.0
1,2022,Erie,Total Fixed Assets,80600.0
1,2022,Ferris,Total Fixed Assets,61000.0
1,2022,Andrews,Total Assets,115740.0
1,2022,Baldwin,Total Assets,131601.0
1,2022,Chester,Total Assets,140398.0
1,2022,Digby,Total Assets,170985.0
1,2022,Erie,Total Assets,119044.0
1,2022,Ferris,Total Assets,94147.0
1,2022,Andrews,Accounts Payable,7238.0
1,2022,Baldwin,Accounts Payable,6394.0
1,2022,Chester,Accounts Payable,12721.0
1,2022,Digby,Accounts Payable,13614.0
1,2022,Erie,Accounts Payable,8742.0
1,2022,Ferris,Accounts Payable,4748.0
1,2022,Andrews,Current Debt,21526.0
1,2022,Baldwin,Current Debt,10000.0
1,2022,Chester,Current Debt,19697.0
1,2022,Digby,Current Debt,55008.0
1,2022,Erie,Current Debt,17376.0
1,2022,Ferris,Current Debt,11359.0
1,2022,Andrews,Total Current Liabilities,28764.0
1,2022,Baldwin,Total Current Liabilities,16394.0
1,2022,Chester,Total Current Liabilities,32418.0
1,2022,Digby,Total Current Liabilities,68622.0
1,2022,Erie,Total Current Liabilities,26118.0
1,2022,Ferris,Total Current Liabilities,16107.0
1,2022,Andrews,Long Term Debt,38685.0
1,2022,Baldwin,Long Term Debt,51700.0
1,2022,Chester,Long Term Debt,48884.0
1,2022,Digby,Long Term Debt,47700.0
1,2022,Erie,Long Term Debt,41700.0
1,2022,Ferris,Long Term Debt,29972.0
1,2022,Andrews,Total Liabilities,67449.0
1,2022,Baldwin,Total Liabilities,68094.0
1,2022,Chester,Total Liabilities,81302.0
1,2022,Digby,Total Liabilities,116322.0
1,2022,Erie,Total Liabilities,67818.0
