,round,year,company,pars,value
103,0,2021,Baldwin,Cash,3434.0
104,0,2021,Baldwin,Cash from current debt borrowing,0.0
105,0,2021,Baldwin,Cash from emergency loan,0.0
106,0,2021,Baldwin,Cash from long term debt issued,0.0
107,0,2021,Baldwin,Common Stock,18360.0
108,0,2021,Baldwin,Contrib. Margin %,0.283
109,0,2021,Baldwin,Contribution Margin,28560.0
110,0,2021,Baldwin,Cumulative Profit,4188.507
111,0,2021,Baldwin,Current Debt,0.0
112,0,2021,Baldwin,Depreciation,7587.0
113,0,2021,Baldwin,Dividend,2.0
114,0,2021,Baldwin,Dividends paid,-4000.0
115,0,2021,Baldwin,EBIT,11996.365
116,0,2021,Baldwin,EPS,2.09
117,0,2021,Baldwin,Early retirement of long term debt,0.0
118,0,2021,Baldwin,Emergency Loan,0.0
119,0,2021,Baldwin,Extraordinary gains/losses/writeoffs,0.0
120,0,2021,Baldwin,HR.1st Shift Complement,640.0
121,0,2021,Baldwin,HR.2nd Shift Complement,60.0
122,0,2021,Baldwin,HR.Annual Raise,0.05
123,0,2021,Baldwin,HR.Benefits,2500.0
124,0,2021,Baldwin,HR.Complement,700.0
125,0,2021,Baldwin,HR.Needed Complement,701.0
126,0,2021,Baldwin,HR.New Employees,70.0
127,0,2021,Baldwin,HR.Overtime Percent,0.002
128,0,2021,Baldwin,HR.Productivity Index,1.0
129,0,2021,Baldwin,HR.Profit Sharing,0.02
130,0,2021,Baldwin,HR.Recruiting Cost,70.0
131,0,2021,Baldwin,HR.Recruiting Spend,0.0
132,0,2021,Baldwin,HR.Separated Employees,0.0
133,0,2021,Baldwin,HR.Separation Cost,0.0
134,0,2021,Baldwin,HR.Total HR Admin Cost,70.0
135,0,2021,Baldwin,HR.Training Cost,0.0
136,0,2021,Baldwin,HR.Training Hours,0.0
137,0,2021,Baldwin,HR.Turnover Rate,0.1
138,0,2021,Baldwin,HR.Wages,21.0
139,0,2021,Baldwin,"Interest(Short term,Long term)",5421.0
140,0,2021,Baldwin,Inventory,-8617.0
141,0,2021,Baldwin,Leverage,2.0
142,0,2021,Baldwin,Long Term Debt,41700.0
143,0,2021,Baldwin,MarketCap per share,69.0
144,0,2021,Baldwin,MarketCap shares,2000.0
145,0,2021,Baldwin,Net Income(Loss),4189.0
146,0,2021,Baldwin,Net Profit,4189.0
147,0,2021,Baldwin,Net cash from financing activities,-4000.0
148,0,2021,Baldwin,Net cash from operations,6434.0
149,0,2021,Baldwin,Net change in cash position,2434.0
150,0,2021,Baldwin,"Other(Fees,Writeoffs,TQM,Bonuses)",0.0
151,0,2021,Baldwin,P/E,16.4
152,0,2021,Baldwin,Plant and equipment,113800.0
153,0,2021,Baldwin,Plant improvements(net),0.0
154,0,2021,Baldwin,Profit Sharing,85.0
155,0,2021,Baldwin,Profits,4188.507
156,0,2021,Baldwin,Purchase of common stock,0.0
157,0,2021,Baldwin,ROA,0.044
158,0,2021,Baldwin,ROE,0.087
159,0,2021,Baldwin,ROS,0.041
160,0,2021,Baldwin,Retained Earnings,29582.0
161,0,2021,Baldwin,Retirement of current debt,0.0
162,0,2021,Baldwin,SG&A / Sales,0.089
163,0,2021,Baldwin,"SGA(R&D,Promo,Sales,Admin)",8978.0
164,0,2021,Baldwin,Sales,101073.437
165,0,2021,Baldwin,Sales of common stock,0.0
166,0,2021,Baldwin,Stock Market Change,0.0
167,0,2021,Baldwin,Stock Market Close,34.25
168,0,2021,Baldwin,TQM.Benchmarking,0.0
169,0,2021,Baldwin,TQM.CCE/6 Sigma Training,0.0
170,0,2021,Baldwin,TQM.CPI Systems,0.0
171,0,2021,Baldwin,TQM.Channel Support Systems,0.0
172,0,2021,Baldwin,TQM.Concurrent Engineering,0.0
173,0,2021,Baldwin,TQM.Demand Increase,0.0
174,0,2021,Baldwin,TQM.GEMI TQEM Sustainability Initiatives,0.0
175,0,2021,Baldwin,TQM.Labor Cost Reduction,0.0
176,0,2021,Baldwin,TQM.Material Cost Reduction,0.0
177,0,2021,Baldwin,TQM.Quality Function Deployment Effort,0.0
178,0,2021,Baldwin,TQM.Quality Initiative Training,0.0
179,0,2021,Baldwin,TQM.Reduction Admin Costs,0.0
180,0,2021,Baldwin,TQM.Reduction R&D Cycle Time,0.0
181,0,2021,Baldwin,TQM.Total Expenditures,0.0
182,0,2021,Baldwin,TQM.UNEP Green Programs,0.0
183,0,2021,Baldwin,TQM.VendorJIT,0.0
184,0,2021,Baldwin,Taxes,2301.0
185,0,2021,Baldwin,Total Assets,96225.0
186,0,2021,Baldwin,Total Current Assets,20358.0
187,0,2021,Baldwin,Total Current Liabilities,6583.0
188,0,2021,Baldwin,Total Equity,47942.0
189,0,2021,Baldwin,Total Fixed Assets,75867.0
190,0,2021,Baldwin,Total Liabilities,48283.0
191,0,2021,Baldwin,Total Liabilities & Owners Equity,96225.0
192,0,2021,Baldwin,"Variable Costs(Labor,Material,Carry)",72513.0
193,0,2021,Baldwin,Yield,0.058
194,0,2021,Chester,Accounts Payable,6583.0
195,0,2021,Chester,Accounts Receivable,-307.0
196,0,2021,Chester,Accounts payable,3583.0
197,0,2021,Chester,Accumulated Depreciation,-37933.0
198,0,2021,Chester,Asset Turnover,1.05
199,0,2021,Chester,Book Value,23.97
200,0,2021,Chester,Cash,3434.0
201,0,2021,Chester,Cash from current debt borrowing,0.0
202,0,2021,Chester,Cash from emergency loan,0.0
203,0,2021,Chester,Cash from long term debt issued,0.0
204,0,2021,Chester,Common Stock,18360.0
205,0,2021,Chester,Contrib. Margin %,0.283
206,0,2021,Chester,Contribution Margin,28560.0
207,0,2021,Chester,Cumulative Profit,4188.507
208,0,2021,Chester,Current Debt,0.0
209,0,2021,Chester,Depreciation,7587.0
210,0,2021,Chester,Dividend,2.0
211,0,2021,Chester,Dividends paid,-4000.0
212,0,2021,Chester,EBIT,11996.365
213,0,2021,Chester,EPS,2.09
214,0,2021,Chester,Early retirement of long term debt,0.0
215,0,2021,Chester,Emergency Loan,0.0
216,0,2021,Chester,Extraordinary gains/losses/writeoffs,0.0
217,0,2021,Chester,HR.1st Shift Complement,640.0
218,0,2021,Chester,HR.2nd Shift Complement,60.0
219,0,2021,Chester,HR.Annual Raise,0.05
220,0,2021,Chester,HR.Benefits,2500.0
221,0,2021,Chester,HR.Complement,700.0
222,0,2021,Chester,HR.Needed Complement,701.0
223,0,2021,Chester,HR.New Employees,70.0
224,0,2021,Chester,HR.Overtime Percent,0.002
225,0,2021,Chester,HR.Productivity Index,1.0
226,0,2021,Chester,HR.Profit Sharing,0.02
227,0,2021,Chester,HR.Recruiting Cost,70.0
228,0,2021,Chester,HR.Recruiting Spend,0.0
229,0,2021,Chester,HR.Separated Employees,0.0
230,0,2021,Chester,HR.Separation Cost,0.0
231,0,2021,Chester,HR.Total HR Admin Cost,70.0
232,0,2021,Chester,HR.Training Cost,0.0
233,0,2021,Chester,HR.Training Hours,0.0
234,0,2021,Chester,HR.Turnover Rate,0.1
235,0,2021,Chester,HR.Wages,21.0
236,0,2021,Chester,"Interest(Short term,Long term)",5421.0
237,0,2021,Chester,Inventory,-8617.0
238,0,2021,Chester,Leverage,2.0
239,0,2021,Chester,Long Term Debt,41700.0
240,0,2021,Chester,MarketCap per share,69.0
241,0,2021,Chester,MarketCap shares,2000.0
242,0,2021,Chester,Net Income(Loss),4189.0
243,0,2021,Chester,Net Profit,4189.0
244,0,2021,Chester,Net cash from financing activities,-4000.0
245,0,2021,Chester,Net cash from operations,6434.0
246,0,2021,Chester,Net change in cash position,2434.0
247,0,2021,Chester,"Other(Fees,Writeoffs,TQM,Bonuses)",0.0
248,0,2021,Chester,P/E,16.4
249,0,2021,Chester,Plant and equipment,113800.0
250,0,2021,Chester,Plant improvements(net),0.0
251,0,2021,Chester,Profit Sharing,85.0
252,0,2021,Chester,Profits,4188.507
253,0,2021,Chester,Purchase of common stock,0.0
254,0,2021,Chester,ROA,0.044
255,0,2021,Chester,ROE,0.087
256,0,2021,Chester,ROS,0.041
257,0,2021,Chester,Retained Earnings,29582.0
258,0,2021,Chester,Retirement of current debt,0.0
259,0,2021,Chester,SG&A / Sales,0.089
260,0,2021,Chester,"SGA(R&D,Promo,Sales,Admin)",8978.0
261,0,2021,Chester,Sales,101073.437
262,0,2021,Chester,Sales of common stock,0.0
263,0,2021,Chester,Stock Market Change,0.0
264,0,2021,Chester,Stock Market Close,34.25
265,0,2021,Chester,TQM.Benchmarking,0.0
266,0,2021,Chester,TQM.CCE/6 Sigma Training,0.0
267,0,2021,Chester,TQM.CPI Systems,0.0
268,0,2021,Chester,TQM.Channel Support Systems,0.0
269,0,2021,Chester,TQM.Concurrent Engineering,0.0
270,0,2021,Chester,TQM.Demand Increase,0.0
271,0,2021,Chester,TQM.GEMI TQEM Sustainability Initiatives,0.0
272,0,2021,Chester,TQM.Labor Cost Reduction,0.0
273,0,2021,Chester,TQM.Material Cost Reduction,0.0
274,0,2021,Chester,TQM.Quality Function Deployment Effort,0.0
275,0,2021,Chester,TQM.Quality Initiative Training,0.0
276,0,2021,Chester,TQM.Reduction Admin Costs,0.0
277,0,2021,Chester,TQM.Reduction R&D Cycle Time,0.0
278,0,2021,Chester,TQM.Total Expenditures,0.0
279,0,2021,Chester,TQM.UNEP Green Programs,0.0
280,0,2021,Chester,TQM.VendorJIT,0.0
281,0,2021,Chester,Taxes,2301.0
282,0,2021,Chester,Total Assets,96225.0
283,0,2021,Chester,Total Current Assets,20358.0
284,0,2021,Chester,Total Current Liabilities,6583.0
285,0,2021,Chester,Total Equity,47942.0
286,0,2021,Chester,Total Fixed Assets,75867.0
287,0,2021,Chester,Total Liabilities,48283.0
288,0,2021,Chester,Total Liabilities & Owners Equity,96225.0
289,0,2021,Chester,"Variable Costs(Labor,Material,Carry)",72513.0
290,0,2021,Chester,Yield,0.058
291,0,2021,Digby,Accounts Payable,6583.0
292,0,2021,Digby,Accounts Receivable,-307.0
293,0,2021,Digby,Accounts payable,3583.0
294,0,2021,Digby,Accumulated Depreciation,-37933.0
295,0,2021,Digby,Asset Turnover,1.05
296,0,2021,Digby,Book Value,23.97
297,0,2021,Digby,Cash,3434.0
298,0,2021,Digby,Cash from current debt borrowing,0.0
299,0,2021,Digby,Cash from emergency loan,0.0
300,0,2021,Digby,Cash from long term debt issued,0.0
301,0,2021,Digby,Common Stock,18360.0
302,0,2021,Digby,Contrib. Margin %,0.283
303,0,2021,Digby,Contribution Margin,28560.0
304,0,2021,Digby,Cumulative Profit,4188.507
305,0,2021,Digby,Current Debt,0.0
306,0,2021,Digby,Depreciation,7587.0
307,0,2021,Digby,Dividend,2.0
308,0,2021,Digby,Dividends paid,-4000.0
309,0,2021,Digby,EBIT,11996.365
310,0,2021,Digby,EPS,2.09
311,0,2021,Digby,Early retirement of long term debt,0.0
312,0,2021,Digby,Emergency Loan,0.0
313,0,2021,Digby,Extraordinary gains/losses/writeoffs,0.0
314,0,2021,Digby,HR.1st Shift Complement,640.0
315,0,2021,Digby,HR.2nd Shift Complement,60.0
316,0,2021,Digby,HR.Annual Raise,0.05
317,0,2021,Digby,HR.Benefits,2500.0
318,0,2021,Digby,HR.Complement,700.0
319,0,2021,Digby,HR.Needed Complement,701.0
320,0,2021,Digby,HR.New Employees,70.0
321,0,2021,Digby,HR.Overtime Percent,0.002
322,0,2021,Digby,HR.Productivity Index,1.0
323,0,2021,Digby,HR.Profit Sharing,0.02
324,0,2021,Digby,HR.Recruiting Cost,70.0
325,0,2021,Digby,HR.Recruiting Spend,0.0
326,0,2021,Digby,HR.Separated Employees,0.0
327,0,2021,Digby,HR.Separation Cost,0.0
328,0,2021,Digby,HR.Total HR Admin Cost,70.0
329,0,2021,Digby,HR.Training Cost,0.0
330,0,2021,Digby,HR.Training Hours,0.0
331,0,2021,Digby,HR.Turnover Rate,0.1
332,0,2021,Digby,HR.Wages,21.0
333,0,2021,Digby,"Interest(Short term,Long term)",5421.0
334,0,2021,Digby,Inventory,-8617.0
335,0,2021,Digby,Leverage,2.0
336,0,2021,Digby,Long Term Debt,41700.0
337,0,2021,Digby,MarketCap per share,69.0
338,0,2021,Digby,MarketCap shares,2000.0
339,0,2021,Digby,Net Income(Loss),4189.0
340,0,2021,Digby,Net Profit,4189.0
341,0,2021,Digby,Net cash from financing activities,-4000.0
342,0,2021,Digby,Net cash from operations,6434.0
343,0,2021,Digby,Net change in cash position,2434.0
344,0,2021,Digby,"Other(Fees,Writeoffs,TQM,Bonuses)",0.0
345,0,2021,Digby,P/E,16.4
346,0,2021,Digby,Plant and equipment,113800.0
347,0,2021,Digby,Plant improvements(net),0.0
348,0,2021,Digby,Profit Sharing,85.0
349,0,2021,Digby,Profits,4188.507
350,0,2021,Digby,Purchase of common stock,0.0
351,0,2021,Digby,ROA,0.044
352,0,2021,Digby,ROE,0.087
353,0,2021,Digby,ROS,0.041
354,0,2021,Digby,Retained Earnings,29582.0
355,0,2021,Digby,Retirement of current debt,0.0
356,0,2021,Digby,SG&A / Sales,0.089
357,0,2021,Digby,"SGA(R&D,Promo,Sales,Admin)",8978.0
358,0,2021,Digby,Sales,101073.437
359,0,2021,Digby,Sales of common stock,0.0
360,0,2021,Digby,Stock Market Change,0.0
361,0,2021,Digby,Stock Market Close,34.25
362,0,2021,Digby,TQM.Benchmarking,0.0
363,0,2021,Digby,TQM.CCE/6 Sigma Training,0.0
364,0,2021,Digby,TQM.CPI Systems,0.0
365,0,2021,Digby,TQM.Channel Support Systems,0.0
366,0,2021,Digby,TQM.Concurrent Engineering,0.0
367,0,2021,Digby,TQM.Demand Increase,0.0
368,0,2021,Digby,TQM.GEMI TQEM Sustainability Initiatives,0.0
369,0,2021,Digby,TQM.Labor Cost Reduction,0.0
370,0,2021,Digby,TQM.Material Cost Reduction,0.0
371,0,2021,Digby,TQM.Quality Function Deployment Effort,0.0
372,0,2021,Digby,TQM.Quality Initiative Training,0.0
373,0,2021,Digby,TQM.Reduction Admin Costs,0.0
374,0,2021,Digby,TQM.Reduction R&D Cycle Time,0.0
375,0,2021,Digby,TQM.Total Expenditures,0.0
376,0,2021,Digby,TQM.UNEP Green Programs,0.0
377,0,2021,Digby,TQM.VendorJIT,0.0
378,0,2021,Digby,Taxes,2301.0
379,0,2021,Digby,Total Assets,96225.0
380,0,2021,Digby,Total Current Assets,20358.0
381,0,2021,Digby,Total Current Liabilities,6583.0
382,0,2021,Digby,Total Equity,47942.0
383,0,2021,Digby,Total Fixed Assets,75867.0
384,0,2021,Digby,Total Liabilities,48283.0
385,0,2021,Digby,Total Liabilities & Owners Equity,96225.0
386,0,2021,Digby,"Variable Costs(Labor,Material,Carry)",72513.0
387,0,2021,Digby,Yield,0.058
388,0,2021,Erie,Accounts Payable,6583.0
389,0,2021,Erie,Accounts Receivable,-307.0
390,0,2021,Erie,Accounts payable,3583.0
391,0,2021,Erie,Accumulated Depreciation,-37933.0
392,0,2021,Erie,Asset Turnover,1.05
393,0,2021,Erie,Book Value,23.97
394,0,2021,Erie,Cash,3434.0
395,0,2021,Erie,Cash from current debt borrowing,0.0
396,0,2021,Erie,Cash from emergency loan,0.0
397,0,2021,Erie,Cash from long term debt issued,0.0
398,0,2021,Erie,Common Stock,18360.0
399,0,2021,Erie,Contrib. Margin %,0.283
400,0,2021,Erie,Contribution Margin,28560.0
401,0,2021,Erie,Cumulative Profit,4188.507
402,0,2021,Erie,Current Debt,0.0
403,0,2021,Erie,Depreciation,7587.0
404,0,2021,Erie,Dividend,2.0
405,0,2021,Erie,Dividends paid,-4000.0
406,0,2021,Erie,EBIT,11996.365
407,0,2021,Erie,EPS,2.09
408,0,2021,Erie,Early retirement of long term debt,0.0
409,0,2021,Erie,Emergency Loan,0.0
410,0,2021,Erie,Extraordinary gains/losses/writeoffs,0.0
411,0,2021,Erie,HR.1st Shift Complement,640.0
412,0,2021,Erie,HR.2nd Shift Complement,60.0
413,0,2021,Erie,HR.Annual Raise,0.05
414,0,2021,Erie,HR.Benefits,2500.0
415,0,2021,Erie,HR.Complement,700.0
416,0,2021,Erie,HR.Needed Complement,701.0
417,0,2021,Erie,HR.New Employees,70.0
418,0,2021,Erie,HR.Overtime Percent,0.002
419,0,2021,Erie,HR.Productivity Index,1.0
420,0,2021,Erie,HR.Profit Sharing,0.02
421,0,2021,Erie,HR.Recruiting Cost,70.0
422,0,2021,Erie,HR.Recruiting Spend,0.0
423,0,2021,Erie,HR.Separated Employees,0.0
424,0,2021,Erie,HR.Separation Cost,0.0
425,0,2021,Erie,HR.Total HR Admin Cost,70.0
426,0,2021,Erie,HR.Training Cost,0.0
427,0,2021,Erie,HR.Training Hours,0.0
428,0,2021,Erie,HR.Turnover Rate,0.1
429,0,2021,Erie,HR.Wages,21.0
430,0,2021,Erie,"Interest(Short term,Long term)",5421.0
431,0,2021,Erie,Inventory,-8617.0
432,0,2021,Erie,Leverage,2.0
433,0,2021,Erie,Long Term Debt,41700.0
434,0,2021,Erie,MarketCap per share,69.0
435,0,2021,Erie,MarketCap shares,2000.0
436,0,2021,Erie,Net Income(Loss),4189.0
437,0,2021,Erie,Net Profit,4189.0
438,0,2021,Erie,Net cash from financing activities,-4000.0
439,0,2021,Erie,Net cash from operations,6434.0
440,0,2021,Erie,Net change in cash position,2434.0
441,0,2021,Erie,"Other(Fees,Writeoffs,TQM,Bonuses)",0.0
442,0,2021,Erie,P/E,16.4
443,0,2021,Erie,Plant and equipment,113800.0
444,0,2021,Erie,Plant improvements(net),0.0
445,0,2021,Erie,Profit Sharing,85.0
446,0,2021,Erie,Profits,4188.507
447,0,2021,Erie,Purchase of common stock,0.0
448,0,2021,Erie,ROA,0.044
449,0,2021,Erie,ROE,0.087
450,0,2021,Erie,ROS,0.041
451,0,2021,Erie,Retained Earnings,29582.0
452,0,2021,Erie,Retirement of current debt,0.0
453,0,2021,Erie,SG&A / Sales,0.089
454,0,2021,Erie,"SGA(R&D,Promo,Sales,Admin)",8978.0
455,0,2021,Erie,Sales,101073.437
456,0,2021,Erie,Sales of common stock,0.0
457,0,2021,Erie,Stock Market Change,0.0
458,0,2021,Erie,Stock Market Close,34.25
459,0,2021,Erie,TQM.Benchmarking,0.0
460,0,2021,Erie,TQM.CCE/6 Sigma Training,0.0
461,0,2021,Erie,TQM.CPI Systems,0.0
462,0,2021,Erie,TQM.Channel Support Systems,0.0
463,0,2021,Erie,TQM.Concurrent Engineering,0.0
464,0,2021,Erie,TQM.Demand Increase,0.0
465,0,2021,Erie,TQM.GEMI TQEM Sustainability Initiatives,0.0
466,0,2021,Erie,TQM.Labor Cost Reduction,0.0
467,0,2021,Erie,TQM.Material Cost Reduction,0.0
468,0,2021,Erie,TQM.Quality Function Deployment Effort,0.0
469,0,2021,Erie,TQM.Quality Initiative Training,0.0
470,0,2021,Erie,TQM.Reduction Admin Costs,0.0
471,0,2021,Erie,TQM.Reduction R&D Cycle Time,0.0
472,0,2021,Erie,TQM.Total Expenditures,0.0
473,0,2021,Erie,TQM.UNEP Green Programs,0.0
474,0,2021,Erie,TQM.VendorJIT,0.0
475,0,2021,Erie,Taxes,2301.0
476,0,2021,Erie,Total Assets,96225.0
477,0,2021,Erie,Total Current Assets,20358.0
478,0,2021,Erie,Total Current Liabilities,6583.0
479,0,2021,Erie,Total Equity,47942.0
480,0,2021,Erie,Total Fixed Assets,75867.0
481,0,2021,Erie,Total Liabilities,48283.0
482,0,2021,Erie,Total Liabilities & Owners Equity,96225.0
483,0,2021,Erie,"Variable Costs(Labor,Material,Carry)",72513.0
484,0,2021,Erie,Yield,0.058
485,0,2021,Ferris,Accounts Payable,6583.0
486,0,2021,Ferris,Accounts Receivable,-307.0
487,0,2021,Ferris,Accounts payable,3583.0
488,0,2021,Ferris,Accumulated Depreciation,-37933.0
489,0,2021,Ferris,Asset Turnover,1.05
490,0,2021,Ferris,Book Value,23.97
491,0,2021,Ferris,Cash,3434.0
492,0,2021,Ferris,Cash from current debt borrowing,0.0
493,0,2021,Ferris,Cash from emergency loan,0.0
494,0,2021,Ferris,Cash from long term debt issued,0.0
495,0,2021,Ferris,Common Stock,18360.0
496,0,2021,Ferris,Contrib. Margin %,0.283
497,0,2021,Ferris,Contribution Margin,28560.0
498,0,2021,Ferris,Cumulative Profit,4188.507
499,0,2021,Ferris,Current Debt,0.0
500,0,2021,Ferris,Depreciation,7587.0
501,0,2021,Ferris,Dividend,2.0
502,0,2021,Ferris,Dividends paid,-4000.0
503,0,2021,Ferris,EBIT,11996.365
504,0,2021,Ferris,EPS,2.09
505,0,2021,Ferris,Early retirement of long term debt,0.0
506,0,2021,Ferris,Emergency Loan,0.0
507,0,2021,Ferris,Extraordinary gains/losses/writeoffs,0.0
508,0,2021,Ferris,HR.1st Shift Complement,640.0
509,0,2021,Ferris,HR.2nd Shift Complement,60.0
510,0,2021,Ferris,HR.Annual Raise,0.05
511,0,2021,Ferris,HR.Benefits,2500.0
512,0,2021,Ferris,HR.Complement,700.0
513,0,2021,Ferris,HR.Needed Complement,701.0
514,0,2021,Ferris,HR.New Employees,70.0
515,0,2021,Ferris,HR.Overtime Percent,0.002
516,0,2021,Ferris,HR.Productivity Index,1.0
517,0,2021,Ferris,HR.Profit Sharing,0.02
518,0,2021,Ferris,HR.Recruiting Cost,70.0
519,0,2021,Ferris,HR.Recruiting Spend,0.0
520,0,2021,Ferris,HR.Separated Employees,0.0
521,0,2021,Ferris,HR.Separation Cost,0.0
522,0,2021,Ferris,HR.Total HR Admin Cost,70.0
523,0,2021,Ferris,HR.Training Cost,0.0
524,0,2021,Ferris,HR.Training Hours,0.0
525,0,2021,Ferris,HR.Turnover Rate,0.1
526,0,2021,Ferris,HR.Wages,21.0
527,0,2021,Ferris,"Interest(Short term,Long term)",5421.0
528,0,2021,Ferris,Inventory,-8617.0
529,0,2021,Ferris,Leverage,2.0
530,0,2021,Ferris,Long Term Debt,41700.0
531,0,2021,Ferris,MarketCap per share,69.0
532,0,2021,Ferris,MarketCap shares,2000.0
533,0,2021,Ferris,Net Income(Loss),4189.0
534,0,2021,Ferris,Net Profit,4189.0
535,0,2021,Ferris,Net cash from financing activities,-4000.0
536,0,2021,Ferris,Net cash from operations,6434.0
537,0,2021,Ferris,Net change in cash position,2434.0
538,0,2021,Ferris,"Other(Fees,Writeoffs,TQM,Bonuses)",0.0
539,0,2021,Ferris,P/E,16.4
540,0,2021,Ferris,Plant and equipment,113800.0
541,0,2021,Ferris,Plant improvements(net),0.0
